{'M_BLOCKING=16_avg': 11.3155, 'M_BLOCKING=16_best': 11.3155, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.7034, 'M_BLOCKING=1_best': 10.7034, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.6294, 'M_BLOCKING=2_best': 10.6294, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.526399999999999, 'M_BLOCKING=31_best': 11.526399999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.862300000000001, 'M_BLOCKING=4_best': 10.862300000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 11.2241, 'M_BLOCKING=8_best': 11.2241, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1816, 'xsmm_reference_best': 1.1816, 'xsmm_reference_cpu_freq': 3.000015, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 21.276, 'M_BLOCKING=16_best': 21.276, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 21.0044, 'M_BLOCKING=1_best': 21.0044, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 21.0838, 'M_BLOCKING=2_best': 21.0838, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 21.7973, 'M_BLOCKING=31_best': 21.7973, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 21.1741, 'M_BLOCKING=4_best': 21.1741, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 21.1867, 'M_BLOCKING=8_best': 21.1867, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 20, 'a_nonzero': 100, 'a_rows': 50, 'a_size': 1000, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.0116, 'xsmm_reference_best': 2.0116, 'xsmm_reference_cpu_freq': 2.999972, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 46.36, 'M_BLOCKING=16_best': 46.36, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 45.834500000000006, 'M_BLOCKING=1_best': 45.834500000000006, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 45.939800000000005, 'M_BLOCKING=2_best': 45.939800000000005, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 46.5891, 'M_BLOCKING=31_best': 46.5891, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 46.213499999999996, 'M_BLOCKING=4_best': 46.213499999999996, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 46.2406, 'M_BLOCKING=8_best': 46.2406, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 50, 'a_nonzero': 220, 'a_rows': 25, 'a_size': 1250, 'a_unique': 11, 'alpha': 1.0, 'beta': 0.0, 'density': 0.176, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.6902000000000044, 'xsmm_reference_best': 2.6902000000000044, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 46.4043, 'M_BLOCKING=16_best': 46.4043, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 45.8622, 'M_BLOCKING=1_best': 45.8622, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 46.0225, 'M_BLOCKING=2_best': 46.0225, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 46.9716, 'M_BLOCKING=31_best': 46.9716, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 46.3135, 'M_BLOCKING=4_best': 46.3135, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 46.2572, 'M_BLOCKING=8_best': 46.2572, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 25, 'a_nonzero': 220, 'a_rows': 50, 'a_size': 1250, 'a_unique': 11, 'alpha': 1.0, 'beta': 0.0, 'density': 0.176, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.1808, 'xsmm_reference_best': 2.1808, 'xsmm_reference_cpu_freq': 2.99997, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 21.1115, 'M_BLOCKING=16_best': 21.1115, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 20.97, 'M_BLOCKING=1_best': 20.97, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 21.0255, 'M_BLOCKING=2_best': 21.0255, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 21.3053, 'M_BLOCKING=31_best': 21.3053, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 21.037200000000002, 'M_BLOCKING=4_best': 21.037200000000002, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 21.0648, 'M_BLOCKING=8_best': 21.0648, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 25, 'a_nonzero': 100, 'a_rows': 20, 'a_size': 500, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.2, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.0554000000000001, 'xsmm_reference_best': 1.0554000000000001, 'xsmm_reference_cpu_freq': 2.999961, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 21.316499999999998, 'M_BLOCKING=16_best': 21.316499999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 20.9555, 'M_BLOCKING=1_best': 20.9555, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 21.011599999999998, 'M_BLOCKING=2_best': 21.011599999999998, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 21.497500000000002, 'M_BLOCKING=31_best': 21.497500000000002, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 21.1173, 'M_BLOCKING=4_best': 21.1173, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 21.1281, 'M_BLOCKING=8_best': 21.1281, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 20, 'a_nonzero': 100, 'a_rows': 25, 'a_size': 500, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.2, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1108, 'xsmm_reference_best': 1.1108, 'xsmm_reference_cpu_freq': 3.000014, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 21.677, 'M_BLOCKING=16_best': 21.677, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 21.0002, 'M_BLOCKING=1_best': 21.0002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 21.0753, 'M_BLOCKING=2_best': 21.0753, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 21.5148, 'M_BLOCKING=31_best': 21.5148, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 21.1666, 'M_BLOCKING=4_best': 21.1666, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 21.189, 'M_BLOCKING=8_best': 21.189, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 20, 'a_nonzero': 100, 'a_rows': 50, 'a_size': 1000, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.0136, 'xsmm_reference_best': 2.0136, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 50.6442, 'M_BLOCKING=16_best': 50.6442, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 49.1933, 'M_BLOCKING=1_best': 49.1933, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 50.0822, 'M_BLOCKING=2_best': 50.0822, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 50.7288, 'M_BLOCKING=31_best': 50.7288, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 50.3781, 'M_BLOCKING=4_best': 50.3781, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 50.3862, 'M_BLOCKING=8_best': 50.3862, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 50, 'a_nonzero': 240, 'a_rows': 25, 'a_size': 1250, 'a_unique': 12, 'alpha': 1.0, 'beta': 0.0, 'density': 0.192, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.7061, 'xsmm_reference_best': 2.7061, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 50.977, 'M_BLOCKING=16_best': 50.977, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 50.0334, 'M_BLOCKING=1_best': 50.0334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 50.2976, 'M_BLOCKING=2_best': 50.2976, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 50.8816, 'M_BLOCKING=31_best': 50.8816, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 50.4097, 'M_BLOCKING=4_best': 50.4097, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 50.4675, 'M_BLOCKING=8_best': 50.4675, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 25, 'a_nonzero': 240, 'a_rows': 50, 'a_size': 1250, 'a_unique': 12, 'alpha': 1.0, 'beta': 0.0, 'density': 0.192, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.2122, 'xsmm_reference_best': 2.2122, 'xsmm_reference_cpu_freq': 2.999867, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 5.1659999999999995, 'M_BLOCKING=16_best': 5.1659999999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.5211, 'M_BLOCKING=1_best': 4.5211, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.5918, 'M_BLOCKING=2_best': 4.5918, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 5.2981, 'M_BLOCKING=31_best': 5.2981, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.1339, 'M_BLOCKING=4_best': 5.1339, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 4.5448, 'M_BLOCKING=8_best': 4.5448, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 36, 'a_nonzero': 24, 'a_rows': 24, 'a_size': 864, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.027777777777777776, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.0041, 'xsmm_reference_best': 1.0041, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 30.798899999999996, 'M_BLOCKING=16_best': 30.798899999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 30.115199999999998, 'M_BLOCKING=1_best': 30.115199999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 30.2154, 'M_BLOCKING=2_best': 30.2154, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 30.6067, 'M_BLOCKING=31_best': 30.6067, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 30.347900000000003, 'M_BLOCKING=4_best': 30.347900000000003, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 30.3636, 'M_BLOCKING=8_best': 30.3636, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 144, 'a_rows': 36, 'a_size': 864, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.5819, 'xsmm_reference_best': 1.5819, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 30.5927, 'M_BLOCKING=16_best': 30.5927, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 30.1758, 'M_BLOCKING=1_best': 30.1758, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 30.2845, 'M_BLOCKING=2_best': 30.2845, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 31.003899999999998, 'M_BLOCKING=31_best': 31.003899999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 30.6351, 'M_BLOCKING=4_best': 30.6351, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 30.4805, 'M_BLOCKING=8_best': 30.4805, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 144, 'a_rows': 72, 'a_size': 1728, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.9272, 'xsmm_reference_best': 2.9272, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 80.68690000000001, 'M_BLOCKING=16_best': 80.68690000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 76.7212, 'M_BLOCKING=1_best': 76.7212, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 80.3687, 'M_BLOCKING=2_best': 80.3687, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 81.0352, 'M_BLOCKING=31_best': 81.0352, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 80.5779, 'M_BLOCKING=4_best': 80.5779, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 80.6729, 'M_BLOCKING=8_best': 80.6729, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 72, 'a_nonzero': 384, 'a_rows': 36, 'a_size': 2592, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14814814814814814, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.2377, 'xsmm_reference_best': 4.2377, 'xsmm_reference_cpu_freq': 2.999895, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 81.06739999999999, 'M_BLOCKING=16_best': 81.06739999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 79.9048, 'M_BLOCKING=1_best': 79.9048, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 80.94460000000001, 'M_BLOCKING=2_best': 80.94460000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 81.10470000000001, 'M_BLOCKING=31_best': 81.10470000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 80.6169, 'M_BLOCKING=4_best': 80.6169, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 80.7056, 'M_BLOCKING=8_best': 80.7056, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 36, 'a_nonzero': 384, 'a_rows': 72, 'a_size': 2592, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14814814814814814, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 3.378, 'xsmm_reference_best': 3.378, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 30.3196, 'M_BLOCKING=16_best': 30.3196, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 30.109, 'M_BLOCKING=1_best': 30.109, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 30.2694, 'M_BLOCKING=2_best': 30.2694, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 30.6598, 'M_BLOCKING=31_best': 30.6598, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 30.2055, 'M_BLOCKING=4_best': 30.2055, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 30.236199999999997, 'M_BLOCKING=8_best': 30.236199999999997, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 36, 'a_nonzero': 144, 'a_rows': 24, 'a_size': 864, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.2513, 'xsmm_reference_best': 1.2513, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 30.530700000000003, 'M_BLOCKING=16_best': 30.530700000000003, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 30.112000000000002, 'M_BLOCKING=1_best': 30.112000000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 30.1644, 'M_BLOCKING=2_best': 30.1644, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 30.6127, 'M_BLOCKING=31_best': 30.6127, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 30.329500000000003, 'M_BLOCKING=4_best': 30.329500000000003, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 30.363, 'M_BLOCKING=8_best': 30.363, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 144, 'a_rows': 36, 'a_size': 864, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.6931, 'xsmm_reference_best': 1.6931, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 30.5768, 'M_BLOCKING=16_best': 30.5768, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 30.1812, 'M_BLOCKING=1_best': 30.1812, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 30.2962, 'M_BLOCKING=2_best': 30.2962, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 30.797299999999996, 'M_BLOCKING=31_best': 30.797299999999996, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 30.561800000000005, 'M_BLOCKING=4_best': 30.561800000000005, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 30.4851, 'M_BLOCKING=8_best': 30.4851, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 144, 'a_rows': 72, 'a_size': 1728, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.8984, 'xsmm_reference_best': 2.8984, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 90.8654, 'M_BLOCKING=16_best': 90.8654, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 86.2721, 'M_BLOCKING=1_best': 86.2721, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 90.3694, 'M_BLOCKING=2_best': 90.3694, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 90.958, 'M_BLOCKING=31_best': 90.958, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 90.6232, 'M_BLOCKING=4_best': 90.6232, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 90.7211, 'M_BLOCKING=8_best': 90.7211, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 72, 'a_nonzero': 432, 'a_rows': 36, 'a_size': 2592, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.7079, 'xsmm_reference_best': 4.7079, 'xsmm_reference_cpu_freq': 2.999941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 90.8364, 'M_BLOCKING=16_best': 90.8364, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 89.97229999999999, 'M_BLOCKING=1_best': 89.97229999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 90.8037, 'M_BLOCKING=2_best': 90.8037, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 91.2882, 'M_BLOCKING=31_best': 91.2882, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 90.7758, 'M_BLOCKING=4_best': 90.7758, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 91.0478, 'M_BLOCKING=8_best': 91.0478, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 36, 'a_nonzero': 432, 'a_rows': 72, 'a_size': 2592, 'a_unique': 18, 'alpha': 1.0, 'beta': 0.0, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats/quad/p5/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 3.5644, 'xsmm_reference_best': 3.5644, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 6.0464, 'M_BLOCKING=16_best': 6.0464, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 5.2673000000000005, 'M_BLOCKING=1_best': 5.2673000000000005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 5.3615, 'M_BLOCKING=2_best': 5.3615, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.2442, 'M_BLOCKING=31_best': 6.2442, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 6.0043999999999995, 'M_BLOCKING=4_best': 6.0043999999999995, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 5.7314, 'M_BLOCKING=8_best': 5.7314, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 49, 'a_nonzero': 28, 'a_rows': 28, 'a_size': 1372, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.02040816326530612, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1731, 'xsmm_reference_best': 1.1731, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 41.3587, 'M_BLOCKING=16_best': 41.3587, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 40.983900000000006, 'M_BLOCKING=1_best': 40.983900000000006, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 41.0176, 'M_BLOCKING=2_best': 41.0176, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 41.627599999999994, 'M_BLOCKING=31_best': 41.627599999999994, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 41.236900000000006, 'M_BLOCKING=4_best': 41.236900000000006, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 41.44930000000001, 'M_BLOCKING=8_best': 41.44930000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 28, 'a_nonzero': 196, 'a_rows': 49, 'a_size': 1372, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.14285714285714285, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.1311, 'xsmm_reference_best': 2.1311, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 41.603300000000004, 'M_BLOCKING=16_best': 41.603300000000004, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 41.1828, 'M_BLOCKING=1_best': 41.1828, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 41.170500000000004, 'M_BLOCKING=2_best': 41.170500000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 41.9832, 'M_BLOCKING=31_best': 41.9832, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 41.3474, 'M_BLOCKING=4_best': 41.3474, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 41.571799999999996, 'M_BLOCKING=8_best': 41.571799999999996, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 28, 'a_nonzero': 196, 'a_rows': 98, 'a_size': 2744, 'a_unique': 5, 'alpha': 1.0, 'beta': 0.0, 'density': 0.07142857142857142, 'mat_file': 'data/example_mats/quad/p6/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 3.969, 'xsmm_reference_best': 3.969, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'wide-sparse'}
